SatPRN,GPSTime,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
G21,2024-04-13 16:52:34.418698+00:00,15724184.354888173,1688903.958229954,21890036.589471556,21727981.806512993,38.0,4436891.357861056,3085269.8874568143,3376316.7777783563,32.16881076407595,34.81349478032369,47.42843071650714
G27,2024-04-13 16:52:34.418698+00:00,23129068.90085827,13297901.058058847,-2774425.5908863503,22170281.011379644,36.1,4436891.357861056,3085269.8874568143,3376316.7777783563,32.16881076407595,34.81349478032369,47.42843071650714
G28,2024-04-13 16:52:34.418698+00:00,5187121.090956601,25788161.066844575,-3704031.2888299953,23793050.221402526,37.5,4436891.357861056,3085269.8874568143,3376316.7777783563,32.16881076407595,34.81349478032369,47.42843071650714
G32,2024-04-13 16:52:34.418698+00:00,7973030.4034289215,17915294.161785945,18216576.418030366,21275841.59748011,41.3,4436891.357861056,3085269.8874568143,3376316.7777783563,32.16881076407595,34.81349478032369,47.42843071650714
G02,2024-04-13 16:52:35.418698+00:00,14598888.778811233,-5083202.246467784,22061836.052532535,22784480.9755576,38.2,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G03,2024-04-13 16:52:35.418698+00:00,23168088.885517042,-12094687.664812177,4198643.158046126,24123815.53579458,46.8,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G08,2024-04-13 16:52:35.418698+00:00,24958477.032373726,4733864.988620086,8357864.156670595,21181665.59669822,47.9,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G10,2024-04-13 16:52:35.418698+00:00,-1456788.0324104726,17226475.50350912,20274742.750407342,22809219.998277985,34.9,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G21,2024-04-13 16:52:35.418698+00:00,15724610.734396478,1691531.4000107688,21889616.14601406,21727658.94210722,35.6,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G27,2024-04-13 16:52:35.418698+00:00,23128684.1927849,13297977.613493893,-2777551.442304384,22170848.212575402,44.0,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G28,2024-04-13 16:52:35.418698+00:00,5186894.137053337,25788654.573011562,-3700900.423253884,23792580.736211482,43.3,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G32,2024-04-13 16:52:35.418698+00:00,7970928.78415778,17914442.68482016,18218334.218690034,21276114.134844437,40.0,4436915.996618076,3085279.442121488,3376326.5493446384,32.16876204158704,34.81342881480924,74.37171162851155
G02,2024-04-13 16:52:36.418698+00:00,14599329.05834845,-5080551.637156474,22062189.672800727,22784009.716920022,37.1,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G03,2024-04-13 16:52:36.418698+00:00,23167749.389591098,-12094200.68395362,4201818.0520576015,24123343.094972927,41.2,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G08,2024-04-13 16:52:36.418698+00:00,24959345.284223218,4734530.04203358,8354973.914626645,21181872.17932864,47.9,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G10,2024-04-13 16:52:36.418698+00:00,-1458944.600176705,17227805.43030271,20273413.381708268,22809595.630369917,36.5,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G21,2024-04-13 16:52:36.418698+00:00,15725037.262490831,1694158.754182363,21889195.259563968,21727356.459555764,41.6,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G27,2024-04-13 16:52:36.418698+00:00,23128299.141113177,13298054.021091813,-2780677.236339798,22171415.134567685,48.2,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G28,2024-04-13 16:52:36.418698+00:00,5186667.172367298,25789147.70099932,-3697769.478884373,23792104.06153073,43.8,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G32,2024-04-13 16:52:36.418698+00:00,7968826.917522302,17913591.237306375,18220091.64049334,21276402.83111039,45.0,4436900.82699532,3085270.813562099,3376314.810641533,32.16875588295635,34.813445526439345,53.40946670807898
G02,2024-04-13 16:52:37.418698+00:00,14599769.504501903,-5077901.015403017,22062542.843257736,22783525.545121323,34.6,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G03,2024-04-13 16:52:37.418698+00:00,23167409.589952674,-12093713.457928997,4204992.855724722,24122872.434073478,34.6,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G08,2024-04-13 16:52:37.418698+00:00,24960213.245584894,4735194.895337768,8352083.49843505,21182079.91367343,48.0,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G10,2024-04-13 16:52:37.418698+00:00,-1461100.9508405626,17229135.40014709,20272083.585899964,22809993.459138814,34.2,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G21,2024-04-13 16:52:37.418698+00:00,15725463.93920757,1696786.0210104221,21888773.93008109,21727037.15499441,39.8,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G27,2024-04-13 16:52:37.418698+00:00,23127913.74583725,13298130.280900547,-2783802.97286305,22171988.024534427,43.1,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G28,2024-04-13 16:52:37.418698+00:00,5186440.1968534,25789640.45078714,-3694638.4558787756,23791628.887568705,43.2,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G32,2024-04-13 16:52:37.418698+00:00,7966724.803322066,17912739.819197696,18221848.683602255,21276673.83285556,42.3,4436902.994574335,3085267.3574562883,3376319.790174079,32.1687948232003,34.813402322657055,55.89685418456793
G02,2024-04-13 16:52:38.418698+00:00,14600210.117216542,-5075250.381579678,22062895.563856784,22783063.255895663,32.3,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G03,2024-04-13 16:52:38.418698+00:00,23167069.486641124,-12093225.98669995,4208167.568988693,24122402.645684924,36.3,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G08,2024-04-13 16:52:38.418698+00:00,24961080.916431192,4735859.548575499,8349192.908111087,21182284.0881738,46.3,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G10,2024-04-13 16:52:38.418698+00:00,-1463257.0845557768,17230465.41310794,20270753.36288919,22810386.50654805,34.3,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G21,2024-04-13 16:52:38.418698+00:00,15725890.764498424,1699413.2002390283,21888352.15760877,21726723.29490099,39.8,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G27,2024-04-13 16:52:38.418698+00:00,23127528.006935958,13298206.39297177,-2786928.6518654195,22172561.542709015,41.0,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G28,2024-04-13 16:52:38.418698+00:00,5186213.2104518395,25790132.822385963,-3691507.354193974,23791144.709294327,35.7,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G32,2024-04-13 16:52:38.418698+00:00,7964622.441812326,17911888.430632163,18223605.347797394,21276958.34106926,39.7,4436900.000418286,3085266.3775741854,3376311.122167793,32.168743144627264,34.813411916361424,48.727470516227186
G02,2024-04-13 16:52:39.418698+00:00,14600650.896481778,-5072599.73579083,22063247.834586915,22782627.351399228,28.2,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G03,2024-04-13 16:52:39.418698+00:00,23166729.079696488,-12092738.270229332,4211342.191783686,24121933.485504203,35.9,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G08,2024-04-13 16:52:39.418698+00:00,24961948.296707146,4736524.00176846,8346302.143761274,21182489.44928898,47.5,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G10,2024-04-13 16:52:39.418698+00:00,-1465413.0013725767,17231795.46918737,20269422.712646224,22810762.138639983,32.4,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G21,2024-04-13 16:52:39.418698+00:00,15726317.738340918,1702040.2917715344,21887929.942164898,21726418.997526888,33.8,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G27,2024-04-13 16:52:39.418698+00:00,23127141.924390383,13298282.35735604,-2790054.273323656,22173131.745342225,41.2,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G28,2024-04-13 16:52:39.418698+00:00,5185986.213140046,25790624.81572732,-3688376.1742913146,23790689.323879216,35.2,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G32,2024-04-13 16:52:39.418698+00:00,7962519.832855563,17911037.07158816,18225361.633188296,21277231.436840557,40.2,4436909.201469423,3085278.804096377,3376315.6901875306,32.16870768306245,34.81346439092952,63.559339094907045
G02,2024-04-13 16:52:40.418698+00:00,14601091.842428159,-5069949.077292727,22063599.65554969,22782126.4273915,34.2,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G03,2024-04-13 16:52:40.418698+00:00,23166388.369165722,-12092250.308489257,4214516.723981431,24121470.607401866,33.0,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G08,2024-04-13 16:52:40.418698+00:00,24962815.386370633,4737188.254948521,8343411.205449393,21182696.31112288,45.8,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G10,2024-04-13 16:52:40.418698+00:00,-1467568.7009078218,17233125.568119675,20268091.635409273,22811168.064309914,32.1,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G21,2024-04-13 16:52:40.418698+00:00,15726744.860757258,1704667.2957863323,21887507.283723142,21726097.005632002,31.7,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G27,2024-04-13 16:52:40.418698+00:00,23126755.49819347,13298358.174101818,-2793179.837116989,22173704.04200157,40.2,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G28,2024-04-13 16:52:40.418698+00:00,5185759.2048267,25791116.43089098,-3685244.9156891564,23790210.24106842,39.6,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G32,2024-04-13 16:52:40.418698+00:00,7960416.976541095,17910185.742136523,18227117.53969431,21277500.65866351,38.9,4436917.018668077,3085277.6565767415,3376326.530997241,32.16876276699996,34.8134070862471,74.2093568937853
G02,2024-04-13 16:52:41.418699+00:00,14601532.954921326,-5067298.406933916,22063951.026635215,22781649.130978584,36.9,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G03,2024-04-13 16:52:41.418699+00:00,23166047.355065584,-12091762.101409515,4217691.165732296,24120993.35032012,33.9,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G08,2024-04-13 16:52:41.418699+00:00,24963682.185384825,4737852.3081512675,8340520.093221677,21182903.17295678,44.6,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G10,2024-04-13 16:52:41.418699+00:00,-1469724.1835093703,17234455.710090417,20266760.130965035,22811550.29258415,38.0,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G21,2024-04-13 16:52:41.418699+00:00,15727172.131653879,1707294.2117495975,21887084.182371743,21725811.310190015,37.0,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G27,2024-04-13 16:52:41.418699+00:00,23126368.72833499,13298433.843258416,-2796305.343149723,22174281.434124492,44.6,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G28,2024-04-13 16:52:41.418699+00:00,5185532.185485762,25791607.66781459,-3682113.5788113065,23789741.663288698,41.3,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G32,2024-04-13 16:52:41.418699+00:00,7958313.87307639,17909334.442395218,18228873.06713691,21277790.262340788,41.7,4436896.4547285,3085259.253043351,3376311.7547923923,32.168781479419316,34.81337136202358,43.15749503578991
G02,2024-04-13 16:52:42.418699+00:00,14601974.233982319,-5064647.724628592,22064301.947857726,22781178.465648413,35.4,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G03,2024-04-13 16:52:42.418699+00:00,23165706.037471645,-12091273.649003394,4220865.516641198,24120532.566243913,36.8,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G08,2024-04-13 16:52:42.418699+00:00,24964548.693668608,4738516.16137841,8337628.807272192,21183123.855363134,41.8,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G10,2024-04-13 16:52:42.418699+00:00,-1471879.4488218548,17235785.894851245,20265428.199534472,22811952.623509225,33.1,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G21,2024-04-13 16:52:42.418699+00:00,15727599.551121,1709921.0402576895,21886660.63801699,21725486.945065513,36.5,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G27,2024-04-13 16:52:42.418699+00:00,23125981.614794392,13298509.364877054,-2799430.7914102785,22174858.86114785,45.1,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G28,2024-04-13 16:52:42.418699+00:00,5185305.1550643165,25792098.526495695,-3678982.1636992143,23789281.18241001,38.1,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G32,2024-04-13 16:52:42.418699+00:00,7956210.522355018,17908483.172355793,18230628.215599038,21278079.866018068,37.3,4436901.387024739,3085255.082864958,3376320.265512327,32.16883843398695,34.81330520811356,49.10088691301644
G02,2024-04-13 16:52:43.418699+00:00,14602415.679591777,-5061997.030533825,22064652.41919928,22780724.90153163,39.1,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G03,2024-04-13 16:52:43.418699+00:00,23165364.41639948,-12090784.951198496,4224039.776871066,24120066.407500647,41.6,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G08,2024-04-13 16:52:43.418699+00:00,24965414.911262475,4739179.814725055,8334737.347389063,21183330.0889892,41.0,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G10,2024-04-13 16:52:43.418699+00:00,-1474034.4968981706,17237116.12240561,20264095.84108654,22812362.10902357,33.1,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G21,2024-04-13 16:52:43.418699+00:00,15728027.11905181,1712547.7806960493,21886236.65076031,21725187.14984759,31.5,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G27,2024-04-13 16:52:43.418699+00:00,23125594.15755508,13298584.739007818,-2802556.181856789,22175434.159244645,42.4,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G28,2024-04-13 16:52:43.418699+00:00,5185078.1134873405,25792589.006978076,-3675850.6701001287,23788798.225650873,35.8,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G32,2024-04-13 16:52:43.418699+00:00,7954106.924315075,17907631.9320274,18232382.985126756,21278355.36991941,34.3,4436908.8783863485,3085262.8868593574,3376310.1865273775,32.168710574550474,34.813327794503664,52.71237451117486
G02,2024-04-13 16:52:44.418699+00:00,14602857.291801788,-5059346.324377345,22065002.4406987,22780250.32735268,41.2,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G03,2024-04-13 16:52:44.418699+00:00,23165022.491901375,-12090296.007975057,4227213.946243014,24119605.30932052,45.2,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G08,2024-04-13 16:52:44.418699+00:00,24966280.838056527,4739843.268170724,8331845.7138625905,21183545.67593197,42.0,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G10,2024-04-13 16:52:44.418699+00:00,-1476189.3279150315,17238446.392833427,20262763.055513494,22812748.560250506,33.5,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G21,2024-04-13 16:52:44.418699+00:00,15728454.83548136,1715174.433321626,21885812.220562544,21724875.662983783,35.8,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G27,2024-04-13 16:52:44.418699+00:00,23125206.3566069,13298659.96570002,-2805681.5143932635,22176010.364752762,41.4,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G28,2024-04-13 16:52:44.418699+00:00,5184851.060740044,25793079.109176017,-3672719.098587732,23788341.339517042,37.5,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G32,2024-04-13 16:52:44.418699+00:00,7952003.079187073,17906780.72153773,18234137.375522032,21278644.380289286,36.9,4436907.004174508,3085257.612366662,3376318.005784008,32.168792108486315,34.81329322670222,53.023969671688974
G02,2024-04-13 16:52:45.418699+00:00,14603299.070570858,-5056695.606449084,22065352.01232043,22779780.255329914,43.5,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G03,2024-04-13 16:52:45.418699+00:00,23164680.264001522,-12089806.819272783,4230388.024840143,24119134.96252499,45.0,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G08,2024-04-13 16:52:45.418699+00:00,24967146.474054065,4740506.521781865,8328953.906605074,21183755.225099403,41.4,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G10,2024-04-13 16:52:45.418699+00:00,-1478343.9414661964,17239776.70585491,20261429.843067985,22813162.862024948,32.9,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G21,2024-04-13 16:52:45.418699+00:00,15728882.700374613,1717800.9979611742,21885387.347454023,21724565.36273478,36.8,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G27,2024-04-13 16:52:45.418699+00:00,23124818.211946245,13298735.04500167,-2808806.788871257,22176595.539672796,40.2,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G28,2024-04-13 16:52:45.418699+00:00,5184623.996741261,25793568.833147407,-3669587.4488184815,23787871.261018597,33.0,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G32,2024-04-13 16:52:45.418699+00:00,7949898.986866786,17905929.540878773,18235891.386866298,21278926.759576425,38.5,4436912.178858401,3085250.9169188775,3376316.855234147,32.16878128019174,34.81320362443374,52.77204407658428
G02,2024-04-13 16:52:46.418699+00:00,14603741.015895387,-5054044.876810983,22065701.134059142,22779314.371359404,42.9,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G03,2024-04-13 16:52:46.418699+00:00,23164337.732764848,-12089317.385090146,4233562.012366434,24118676.865782324,47.4,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G08,2024-04-13 16:52:46.418699+00:00,24968011.819200847,4741169.575580757,8326061.925721031,21183963.27354811,40.3,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G10,2024-04-13 16:52:46.418699+00:00,-1480498.3380024517,17241107.061719064,20260096.20347275,22813536.71419467,32.8,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G21,2024-04-13 16:52:46.418699+00:00,15729310.713709258,1720427.474519474,21884962.031452477,21724260.192849793,40.8,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G27,2024-04-13 16:52:46.418699+00:00,23124429.723542668,13298809.976965696,-2811932.0053603076,22177176.84064449,35.4,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G28,2024-04-13 16:52:46.418699+00:00,5184396.9196729055,25794058.18269107,-3666455.696497037,23785055.908156335,23.5,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G32,2024-04-13 16:52:46.418699+00:00,7947794.647446254,17905078.390122276,18237645.01907695,21279210.395279232,37.8,4435674.912829857,3085226.1931528035,3375052.964954079,32.16407699986934,34.82047872762112,-1491.9044994786382
G02,2024-04-13 16:52:47.418699+00:00,14604183.127781961,-5051394.13546399,22066049.8059175,22778845.48595144,47.5,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G03,2024-04-13 16:52:47.418699+00:00,23163994.89820423,-12088827.7053506,4236735.909009934,24118206.79819028,44.0,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G08,2024-04-13 16:52:47.418699+00:00,24968876.87343746,4741832.429586142,8323169.771332182,21184176.13825692,43.7,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G10,2024-04-13 16:52:47.418699+00:00,-1482652.5169453537,17242437.46003951,20258762.137087386,22813945.013094213,33.1,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G21,2024-04-13 16:52:47.418699+00:00,15729738.875492206,1723053.8630810329,21884536.272546556,21723943.610522404,42.1,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G27,2024-04-13 16:52:47.418699+00:00,23124040.891377963,13298884.76164274,-2815057.163830618,22177750.95212648,31.6,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G32,2024-04-13 16:52:47.418699+00:00,7945690.061004051,17904227.269334108,18239398.272083096,21279501.185571317,38.4,4436921.650013653,3085245.8423829568,3376331.4729807004,32.168869439499794,34.81310212589778,64.68469274882227
G02,2024-04-13 16:52:48.418699+00:00,14604625.406217663,-5048743.382526038,22066398.0278828,22778379.636881366,43.3,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G03,2024-04-13 16:52:48.418699+00:00,23163651.760395363,-12088337.78006809,4239909.714375249,24117755.64663427,33.8,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G08,2024-04-13 16:52:48.418699+00:00,24969741.63675655,4742495.0838559745,8320277.443386479,21184382.127579935,38.0,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G10,2024-04-13 16:52:48.418699+00:00,-1484806.4786611162,17243767.901013423,20257427.643686507,22814331.150217224,31.4,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G21,2024-04-13 16:52:48.418699+00:00,15730167.185675908,1725680.1633960055,21884110.070779074,21723637.21912218,46.2,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G27,2024-04-13 16:52:48.418699+00:00,23123651.71543208,13298959.399084179,-2818182.264265071,22178313.337062147,30.3,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G28,2024-04-13 16:52:48.418699+00:00,5183942.735005552,25795035.7393261,-3660192.0069928337,23784118.7525969,23.5,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G32,2024-04-13 16:52:48.418699+00:00,7943585.227375314,17903376.17848204,18241151.14601626,21279770.407394275,42.0,4435698.288785131,3085240.2046934366,3375061.8102832627,32.164013974665764,34.82045916164974,-1464.1777477664873
G02,2024-04-13 16:52:49.418699+00:00,14605067.851206942,-5046092.61801074,22066745.799956027,22777911.06557732,45.8,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G03,2024-04-13 16:52:49.418699+00:00,23163308.319340564,-12087847.609151278,4243083.428747208,24117290.046297967,30.5,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G08,2024-04-13 16:52:49.418699+00:00,24970606.109045446,4743157.538367928,8317384.942184098,21184606.05572678,36.6,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G10,2024-04-13 16:52:49.418699+00:00,-1486960.2228882024,17245098.384449817,20256092.723433908,22814725.977548674,34.4,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G21,2024-04-13 16:52:49.418699+00:00,15730595.644261653,1728306.3755141539,21883683.426144306,21723328.419591904,44.7,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G27,2024-04-13 16:52:49.418699+00:00,23123262.19569841,13299033.889338138,-2821307.3065422163,22178869.47481986,33.0,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G28,2024-04-13 16:52:49.418699+00:00,5183715.625519155,25795523.950251702,-3657060.0453343866,23783641.170504823,30.5,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G32,2024-04-13 16:52:49.418699+00:00,7941480.146813606,17902525.117702868,18242903.640659623,21280048.91273307,39.1,4435696.005287748,3085242.322783442,3375053.352337554,32.16395258614825,34.82049142713184,-1469.2433819277212
G02,2024-04-13 16:52:50.418699+00:00,14605510.46272406,-5043441.8421125505,22067093.122114487,22777454.465122648,44.4,4436904.599841436,3085260.802730132,3376315.518489944,32.16877385443698,34.81333555037033,51.57051909714937
G03,2024-04-13 16:52:50.418699+00:00,23162964.575096644,-12087357.192586495,4246257.051907047,24116824.201658618,32.1,4436904.599841436,3085260.802730132,3376315.518489944,32.16877385443698,34.81333555037033,51.57051909714937
G08,2024-04-13 16:52:50.418699+00:00,24971470.29032238,4743819.793200098,8314492.267587179,21184827.331440542,37.5,4436904.599841436,3085260.802730132,3376315.518489944,32.16877385443698,34.81333555037033,51.57051909714937
G10,2024-04-13 16:52:50.418699+00:00,-1489113.7496615192,17246428.91034127,20254757.37630932,22815118.990057472,33.4,4436904.599841436,3085260.802730132,3376315.518489944,32.16877385443698,34.81333555037033,51.57051909714937
